"Time","CD","CM","CU","PREC","RH2m","SNOW","ST","SWD","SWDtop","TT2M","WS100m","WS10m"
"2019-05-29T16:15:00+02:00",0.01,0,0,0,41.6,0,22.33,764.55,1 016.6,18.18,2.98,2.14
"2019-05-29T16:30:00+02:00",0,0,0,0,40.63,0,22.43,743.9,988.39,18.39,3.11,2.22
"2019-05-29T16:45:00+02:00",0,0,0,0,39.75,0,22.5,719.87,959.24,18.56,3.23,2.28
"2019-05-29T17:00:00+02:00",0,0,0,0,39.05,0,22.5,692.89,929.28,18.65,3.23,2.29
"2019-05-29T17:15:00+02:00",0.01,0,0,0,38.45,0,22.39,646.62,879.13,18.65,3.01,2.19
"2019-05-29T17:30:00+02:00",0,0,0,0,37.8,0,22.34,617.5,842.32,18.61,2.62,1.98
"2019-05-29T17:45:00+02:00",0,0,0,0,37.06,0,22.37,586.36,805.18,18.64,2.18,1.72
"2019-05-29T18:00:00+02:00",0,0,0,0,36.26,0,22.47,553.45,767.74,18.78,1.85,1.51
"2019-05-29T18:15:00+02:00",0.01,0,0,0,35.63,0,22.5,501.56,707.36,18.87,1.49,1.27
"2019-05-29T18:30:00+02:00",0,0,0,0,35.22,0,22.58,464.15,664.47,18.86,0.92,0.93
"2019-05-29T18:45:00+02:00",0,0,0,0,34.87,0,22.83,427.1,621.86,18.76,0.3,0.5
"2019-05-29T19:00:00+02:00",0,0,0,0,34.08,0,23.05,390.38,579.5,18.8,0.8,0.38
"2019-05-29T19:15:00+02:00",0.03,0,0,0,32.9,0,21.96,325.51,513,19.08,2.04,1.1
"2019-05-29T19:30:00+02:00",0.01,0,0,0,32.73,0,21.5,293.4,466.95,19.19,2.92,1.54
"2019-05-29T19:45:00+02:00",0,0,0,0,33.93,0,20.99,258.88,421.78,19.09,3.45,1.82
"2019-05-29T20:00:00+02:00",0,0,0,0,36.19,0,20.36,222.24,377.39,18.83,3.6,1.92
"2019-05-29T20:15:00+02:00",0.04,0,0,0,38.72,0,19.54,162.12,309.3,18.52,3.98,2.11
"2019-05-29T20:30:00+02:00",0.01,0,0,0,40.95,0,18.86,131.57,263.22,18.2,4.85,2.43
"2019-05-29T20:45:00+02:00",0,0,0,0,42.94,0,18.09,102.32,218.57,17.73,5.56,2.67
"2019-05-29T21:00:00+02:00",0.01,0,0,0,44.69,0,17.25,74.22,175.17,17.17,5.05,2.38
"2019-05-29T21:15:00+02:00",0.01,0,0,0,46.39,0,16.18,36.73,110.14,16.62,4.26,1.9
"2019-05-29T21:30:00+02:00",0.01,0,0,0,48.33,0,15.36,36.73,110.14,16.06,4.22,1.77
"2019-05-29T21:45:00+02:00",0.07,0,0,0,51.1,0,13.98,1.29,16.53,15.18,4.84,1.91
"2019-05-29T22:00:00+02:00",0.07,0,0,0,54.67,0,12.88,1.29,16.53,14.13,5.52,2.04
"2019-05-29T22:15:00+02:00",0,0,0,0,57.96,0,11.91,0,0,13.27,6,2.11
"2019-05-29T22:30:00+02:00",0,0,0,0,60.8,0,11.33,0,0,12.69,6.54,2.15
"2019-05-29T22:45:00+02:00",0,0,0,0,62.21,0,11.21,0,0,12.54,7.16,2.16
"2019-05-29T23:00:00+02:00",0,0,0,0,63.52,0,10.99,0,0,12.32,7.92,2.11
"2019-05-29T23:15:00+02:00",0.01,0.24,0.32,0,64.48,0,10.89,0,0,12.18,8.34,2.04
"2019-05-29T23:30:00+02:00",0.01,0.24,0.32,0,64.75,0,10.94,0,0,12.27,8.45,2.15
"2019-05-29T23:45:00+02:00",0.01,0.24,0.32,0,65.11,0,11.02,0,0,12.35,9.02,2.25
"2019-05-30T00:00:00+02:00",0.01,0.24,0.32,0,65.62,0,11.05,0,0,12.39,9.49,2.32
"2019-05-30T00:15:00+02:00",0.38,0,0.83,0,65.39,0,11.35,0,0,12.56,9.07,2.35
"2019-05-30T00:30:00+02:00",0.38,0,0.83,0,64.34,0,11.58,0,0,12.85,7.85,2.34
"2019-05-30T00:45:00+02:00",0.38,0,0.83,0,63.88,0,11.63,0,0,12.93,7.26,2.31
"2019-05-30T01:00:00+02:00",0.38,0,0.83,0,62.77,0,11.61,0,0,12.94,7.23,2.3
"2019-05-30T01:15:00+02:00",0.01,0.05,0.98,0,60.6,0,11.39,0,0,12.9,7.12,2.36
"2019-05-30T01:30:00+02:00",0.01,0.05,0.98,0,58.85,0,11.23,0,0,12.78,7.07,2.36
"2019-05-30T01:45:00+02:00",0.01,0.05,0.98,0,57.56,0,11.07,0,0,12.65,7.05,2.3
"2019-05-30T02:00:00+02:00",0.01,0.05,0.98,0,56.72,0,10.92,0,0,12.54,7.08,2.25
"2019-05-30T02:15:00+02:00",0.86,1,1,0,55.01,0,11.64,0,0,12.83,7.08,2.24
"2019-05-30T02:30:00+02:00",0.66,1,0.9,0,53.58,0,12.06,0,0,13.17,6.72,2.36
"2019-05-30T02:45:00+02:00",0.57,1,0.86,0,53.26,0,12.3,0,0,13.39,6.43,2.35
"2019-05-30T03:00:00+02:00",0.57,1,0.86,0,53.83,0,12.42,0,0,13.48,6.47,2.4
"2019-05-30T03:15:00+02:00",0.19,1,0.11,0,54.84,0,12.51,0,0,13.54,6.6,2.51
"2019-05-30T03:30:00+02:00",0.19,1,0.11,0,56.52,0,12.6,0,0,13.59,6.74,2.67
"2019-05-30T03:45:00+02:00",0.19,1,0.11,0,60.06,0,12.6,0,0,13.52,6.53,2.83
"2019-05-30T04:00:00+02:00",0.19,1,0.11,0.02,66.5,0,12.41,0,0,13.19,6.61,2.99
"2019-05-30T04:15:00+02:00",1,1,0.09,0.05,74.75,0,12.2,0,0,12.77,6.76,3.07
"2019-05-30T04:30:00+02:00",1,1,0.09,0.02,79.1,0,12.01,0,0,12.48,6.81,3.04
"2019-05-30T04:45:00+02:00",1,1,0.09,0.02,81.42,0,11.9,0,0,12.29,6.87,3.05
"2019-05-30T05:00:00+02:00",1,1,0.09,0.03,84.67,0,11.84,0,0,12.15,7.14,3.17
"2019-05-30T05:15:00+02:00",1,1,0.29,0.06,88.29,0,11.82,0,0,12.06,7.51,3.31
"2019-05-30T05:30:00+02:00",1,1,0.29,0.07,91.33,0,11.8,0,0,11.99,8.09,3.56
"2019-05-30T05:45:00+02:00",1,1,0.29,0.08,93.63,0,11.79,0,0,11.95,8.18,3.59
"2019-05-30T06:00:00+02:00",1,1,0.29,0.08,95.41,0,11.78,0,0,11.91,8.2,3.62
"2019-05-30T06:15:00+02:00",1,1,1,0.08,96.09,0,11.82,0.46,47.73,11.96,8.68,3.82
"2019-05-30T06:30:00+02:00",1,1,1,0.07,96.02,0,11.9,0.46,47.73,12.1,9.62,4.27
"2019-05-30T06:45:00+02:00",1,1,0.96,0.07,95.85,0,12.01,1.59,92.15,12.22,10.33,4.64
"2019-05-30T07:00:00+02:00",1,1,0.87,0.07,95.54,0,12.05,3.69,175.44,12.28,10.56,4.71
"2019-05-30T07:15:00+02:00",1,1,0.38,0.07,94.67,0,12.07,6.47,241.85,12.37,11.06,4.94
"2019-05-30T07:30:00+02:00",1,1,0.38,0.07,94.32,0,12.13,6.47,241.85,12.39,11.45,5.09
"2019-05-30T07:45:00+02:00",1,0.64,0.11,0.09,94.43,0,12.2,14.25,355.1,12.38,11.86,5.26
"2019-05-30T08:00:00+02:00",1,0.63,0.08,0.11,94.37,0,12.2,17.64,377.29,12.41,12.18,5.39
"2019-05-30T08:15:00+02:00",1,1,0.06,0.17,94.53,0,12.19,17.79,445.28,12.42,12.18,5.34
"2019-05-30T08:30:00+02:00",1,1,0.05,0.18,95.12,0,12.26,24.24,491.28,12.42,11.98,5.25
"2019-05-30T08:45:00+02:00",1,1,0.06,0.17,95.35,0,12.35,27.84,535.87,12.44,11.81,5.22
"2019-05-30T09:00:00+02:00",1,1,0.07,0.14,95.07,0,12.35,28.94,579.21,12.48,11.74,5.22
"2019-05-30T09:15:00+02:00",1,1,0.12,0.12,94.39,0,12.37,36.48,644.14,12.54,11.7,5.21
"2019-05-30T09:30:00+02:00",1,1,0.13,0.12,94.06,0,12.47,36.49,687.03,12.59,11.54,5.12
"2019-05-30T09:45:00+02:00",1,0.99,0.13,0.14,94.25,0,12.58,38.09,728.05,12.59,11.17,4.95
"2019-05-30T10:00:00+02:00",1,0.96,0.14,0.13,94.3,0,12.65,41.07,767.44,12.63,10.72,4.76
"2019-05-30T10:15:00+02:00",1,0.46,0.15,0.12,93.84,0,12.79,56.42,824.88,12.76,10.39,4.63
"2019-05-30T10:30:00+02:00",1,0.3,0.15,0.11,93.54,0,12.95,44.59,861.73,12.87,10.05,4.49
"2019-05-30T10:45:00+02:00",1,0.18,0.19,0.12,93.97,0,13.03,41.22,896.4,12.87,9.74,4.36
"2019-05-30T11:00:00+02:00",1,0.09,0.27,0.16,94.52,0,13.05,45.26,929.16,12.9,9.67,4.43
"2019-05-30T11:15:00+02:00",1,0.21,0.1,0.29,95.58,0,13.12,49.91,975.2,12.99,9.7,4.4
"2019-05-30T11:30:00+02:00",1,0.6,0.12,0.39,96.5,0,13.19,46.07,1 003.5,13.03,10.1,4.55
"2019-05-30T11:45:00+02:00",1,0.86,0.18,0.3,96.77,0,13.24,41.37,1 029.45,13.09,10.07,4.47
"2019-05-30T12:00:00+02:00",1,1,0.26,0.09,96.32,0,13.2,35.93,1 053.34,13.12,9.61,4.22
"2019-05-30T12:15:00+02:00",1,1,0.38,0.03,95.25,0,13.23,35.84,1 084.84,13.22,8.9,3.91
"2019-05-30T12:30:00+02:00",1,1,0.17,0.04,94.26,0,13.52,52.5,1 102.66,13.37,8.4,3.72
"2019-05-30T12:45:00+02:00",1,0.94,0.04,0.06,93.62,0,13.68,60.63,1 118.12,13.41,9,4.15
"2019-05-30T13:00:00+02:00",1,0.82,0,0.04,92.76,0,13.74,61.3,1 131.52,13.48,8.67,3.97
"2019-05-30T13:15:00+02:00",1,0.38,0,0.03,91.4,0,14.02,78.56,1 146.34,13.69,8.52,3.92
"2019-05-30T13:30:00+02:00",1,0.31,0,0.02,90.41,0,14.36,80.46,1 152.46,13.95,8.41,3.86
"2019-05-30T13:45:00+02:00",0.69,0.48,0,0,87.34,0,15.85,296.9,1 156.38,14.61,8.46,3.86
"2019-05-30T14:00:00+02:00",0.1,0.84,0,0,77.11,0,19.95,701.09,1 158.37,16.59,7.55,3.52
"2019-05-30T14:15:00+02:00",0.18,1,1,0,76.26,0,19.71,503.94,1 155.5,16.77,7.49,3.63
"2019-05-30T14:30:00+02:00",0.43,0.72,0.41,0,75.58,0,20.19,451.32,1 149.5,17.31,6.4,3.2
"2019-05-30T14:45:00+02:00",0.7,0.39,0.1,0,74.01,0,20.35,310.58,1 141.62,18.02,5.93,3.11
"2019-05-30T15:00:00+02:00",1,0,0.05,0,76.12,0,18.74,92.76,1 132.07,17.69,6.24,3.2
"2019-05-30T15:15:00+02:00",1,0,0,0,75.26,0,18.61,89.3,1 111.69,17.83,6.34,3.2
"2019-05-30T15:30:00+02:00",1,0,0,0,73.76,0,19.01,124.37,1 094,18.15,6.24,3.1
"2019-05-30T15:45:00+02:00",1,0,0,0,72.36,0,19.67,173.75,1 074.84,18.51,6.1,3.01
"2019-05-30T16:00:00+02:00",1,0.01,0,0,70.03,0,20.7,235.64,1 054.4,19.05,5.81,2.89
"2019-05-30T16:15:00+02:00",0.02,0,0,0,63.08,0,24.17,730.11,1 017.91,20.6,5.25,2.71
"2019-05-30T16:30:00+02:00",0.19,0,0,0,59.09,0,24.64,615.54,989.72,21.31,5.38,2.91
"2019-05-30T16:45:00+02:00",0.28,0,0,0.01,59.36,0,24.36,545.99,960.59,21.38,7.37,3.71
"2019-05-30T17:00:00+02:00",0.3,0,0,0,63.52,0,23.46,515.84,930.66,20.5,7.65,3.77
"2019-05-30T17:15:00+02:00",0.35,0,0,0,65.49,0,22.85,456.18,880.55,19.96,6.62,3.37
"2019-05-30T17:30:00+02:00",0.12,0,0,0,64.4,0,23.4,536.96,843.78,20.3,5.8,3.03
"2019-05-30T17:45:00+02:00",0.01,0,0,0.01,61.99,0,24.27,559.43,806.67,21.04,5.1,2.73
"2019-05-30T18:00:00+02:00",0,0,0,0.01,61.43,0,24.5,530.86,769.28,21.4,5.64,2.95
"2019-05-30T18:15:00+02:00",1,0.01,0,0.18,73.09,0,20.75,31.71,708.96,19.48,7.85,3.81
"2019-05-30T18:30:00+02:00",1,0,0.02,0.23,87.51,0,18.51,46.36,666.12,17.39,7.51,3.4
"2019-05-30T18:45:00+02:00",1,0,0.11,0,84.46,0,18.1,44.8,623.56,17.37,6.18,2.78
"2019-05-30T19:00:00+02:00",1,0,0.26,0,77.64,0,18.23,29.06,581.25,17.92,5.9,2.74
"2019-05-30T19:15:00+02:00",0.01,0,0.84,0,69.21,0,20.6,281.78,514.84,19.34,5.58,2.64
"2019-05-30T19:30:00+02:00",0,0,0.69,0,65.93,0,21.37,251.67,468.85,20.11,5.78,2.85
"2019-05-30T19:45:00+02:00",0.07,0,0.59,0,67.79,0,21.21,209.34,423.74,20.11,6.83,3.3
"2019-05-30T20:00:00+02:00",0.2,0,0.55,0,71.8,0,20.32,156.32,379.4,19.37,6.45,3.1
"2019-05-30T20:15:00+02:00",0,0,0.9,0,72.33,0,19.67,121.55,311.41,18.97,5.33,2.54
"2019-05-30T20:30:00+02:00",0.01,0,0.93,0,70.9,0,19.32,94.92,265.41,18.91,5.03,2.4
"2019-05-30T20:45:00+02:00",0.02,0,0.9,0,69.69,0,19.01,72.65,220.82,18.87,5.28,2.43
"2019-05-30T21:00:00+02:00",0.01,0,0.81,0,69.07,0,18.7,54.18,177.48,18.8,5.75,2.47
"2019-05-30T21:15:00+02:00",0.32,0,1,0,69.02,0,18.37,18.2,112.55,18.71,5.02,2.2
"2019-05-30T21:30:00+02:00",0.32,0,1,0,70.95,0,18.01,18.2,112.55,18.44,4.59,1.89
"2019-05-30T21:45:00+02:00",1,0,1,0,73.78,0,17.75,0.67,19.11,18.11,4.45,1.64
"2019-05-30T22:00:00+02:00",1,0,1,0,76.58,0,17.52,0.67,19.11,17.8,5,1.81
"2019-05-30T22:15:00+02:00",1,0,1,0,78.55,0,17.25,0,0,17.6,5.61,2.16
"2019-05-30T22:30:00+02:00",1,0,1,0,80.24,0,17.07,0,0,17.43,5.78,2.26
"2019-05-30T22:45:00+02:00",1,0,1,0,81.32,0,16.91,0,0,17.27,5.88,2.29
"2019-05-30T23:00:00+02:00",1,0,1,0,81.53,0,16.71,0,0,17.09,5.84,2.19
"2019-05-30T23:15:00+02:00",0.64,0,0.54,0,81.96,0,16.17,0,0,16.76,5.91,2.16
"2019-05-30T23:30:00+02:00",0.64,0,0.54,0,82.87,0,15.84,0,0,16.46,6.2,2.33
"2019-05-30T23:45:00+02:00",0.64,0,0.54,0,83.96,0,15.63,0,0,16.26,6.39,2.42
"2019-05-31T00:00:00+02:00",0.64,0,0.54,0,84.32,0,15.53,0,0,16.2,6.7,2.6
"2019-05-31T00:15:00+02:00",0,0,0.22,0,85.88,0,14.91,0,0,15.9,6.48,2.6
"2019-05-31T00:30:00+02:00",0,0,0.22,0,88.41,0,14.39,0,0,15.49,6.34,2.39
"2019-05-31T00:45:00+02:00",0,0,0.22,0,90.26,0,13.99,0,0,15.15,6.54,2.33
"2019-05-31T01:00:00+02:00",0,0,0.22,0,90.91,0,13.7,0,0,14.93,6.81,2.38
"2019-05-31T01:15:00+02:00",0,0,0.15,0,90.47,0,13.46,0,0,14.81,6.85,2.48
"2019-05-31T01:30:00+02:00",0,0,0.15,0,90.18,0,13.2,0,0,14.62,6.78,2.38
"2019-05-31T01:45:00+02:00",0,0,0.15,0,90.21,0,12.94,0,0,14.38,6.85,2.32
"2019-05-31T02:00:00+02:00",0,0,0.15,0,90.26,0,12.7,0,0,14.17,6.89,2.28
"2019-05-31T02:15:00+02:00",0,0,0.1,0,90.73,0,12.41,0,0,13.91,6.94,2.21
"2019-05-31T02:30:00+02:00",0.01,0,0.08,0,91.27,0,12.16,0,0,13.68,7.04,2.19
"2019-05-31T02:45:00+02:00",0.02,0,0.07,0,91.56,0,11.96,0,0,13.5,7.12,2.19
"2019-05-31T03:00:00+02:00",0.02,0,0.07,0,91.58,0,11.8,0,0,13.36,7.14,2.22
"2019-05-31T03:15:00+02:00",0,0,0,0,91.89,0,11.6,0,0,13.19,7,2.15
"2019-05-31T03:30:00+02:00",0,0,0,0,92.53,0,11.35,0,0,12.95,6.79,2
"2019-05-31T03:45:00+02:00",0,0,0,0,93.37,0,11.06,0,0,12.65,6.57,1.89
"2019-05-31T04:00:00+02:00",0,0,0,0,94.28,0,10.79,0,0,12.35,6.51,1.82
"2019-05-31T04:15:00+02:00",0.01,0,0,0,95.09,0,10.53,0,0,12.07,6.58,1.81
"2019-05-31T04:30:00+02:00",0.01,0,0,0,95.67,0,10.37,0,0,11.87,6.71,1.84
"2019-05-31T04:45:00+02:00",0.01,0,0,0,95.99,0,10.31,0,0,11.8,6.89,1.88
"2019-05-31T05:00:00+02:00",0.01,0,0,0,96.07,0,10.33,0,0,11.82,6.99,1.96
"2019-05-31T05:15:00+02:00",0,0,0.01,0,96.05,0,10.35,0,0,11.88,6.93,2.04
"2019-05-31T05:30:00+02:00",0,0,0.01,0,96.04,0,10.37,0,0,11.93,6.83,2.07
"2019-05-31T05:45:00+02:00",0,0,0.01,0,96.17,0,10.35,0,0,11.92,6.74,2.06
"2019-05-31T06:00:00+02:00",0,0,0.01,0,96.28,0,10.31,0,0,11.89,6.63,2.05
"2019-05-31T06:15:00+02:00",0,0,0.21,0,96.18,0,10.46,9.84,50.96,11.92,6.52,2.01
"2019-05-31T06:30:00+02:00",0,0,0.21,0,96.1,0,10.49,9.84,50.96,11.92,6.41,2
"2019-05-31T06:45:00+02:00",0,0,0.14,0,95.85,0,10.68,31.88,95.33,11.97,6.28,2.03
"2019-05-31T07:00:00+02:00",0.01,0,0.01,0,95.23,0,11.33,73.21,178.52,12.29,6.12,2.09
"2019-05-31T07:15:00+02:00",0,0,0.08,0,93.96,0,12.08,114.21,244.85,12.67,5.86,2.22
"2019-05-31T07:30:00+02:00",0,0,0.08,0,92.21,0,12.59,114.21,244.85,12.98,5.66,2.34
"2019-05-31T07:45:00+02:00",0.01,0,0.22,0,89.27,0,13.76,191.66,357.95,13.52,5.5,2.41
"2019-05-31T08:00:00+02:00",0.01,0,0.14,0,85.97,0,14.56,210.05,380.11,14.04,5.36,2.54
"2019-05-31T08:15:00+02:00",0.02,0,0.03,0,83.27,0,15.5,266.22,448.01,14.57,5.16,2.52
"2019-05-31T08:30:00+02:00",0.27,0,0.02,0,81.36,0,16.12,252.27,493.95,14.99,4.86,2.41
"2019-05-31T08:45:00+02:00",0.58,0,0.01,0,80.07,0,16.58,216.42,538.47,15.36,4.55,2.27
"2019-05-31T09:00:00+02:00",0.94,0,0.01,0,79.68,0,16.74,161.41,581.74,15.61,4.32,2.17
"2019-05-31T09:15:00+02:00",1,0,0.01,0,79.69,0,17.09,160.37,646.57,15.89,4.21,2.15
"2019-05-31T09:30:00+02:00",1,0,0,0,80.12,0,17.57,191.85,689.39,16.14,4.21,2.2
"2019-05-31T09:45:00+02:00",0.9,0,0,0,78.95,0,18.36,248.95,730.35,16.54,4.13,2.17
"2019-05-31T10:00:00+02:00",0.71,0,0,0,76.48,0,19.53,328.48,769.68,17.11,4.06,2.17
"2019-05-31T10:15:00+02:00",0.08,0,0,0,73.08,0,21.21,559.08,827.02,17.84,4.04,2.19
"2019-05-31T10:30:00+02:00",0.03,0,0,0,70.53,0,21.76,606.73,863.8,18.26,4.23,2.35
"2019-05-31T10:45:00+02:00",0,0,0,0,68.15,0,22.09,643.98,898.4,18.55,4.67,2.6
"2019-05-31T11:00:00+02:00",0,0,0,0,65.69,0,22.4,672.1,931.1,18.83,4.91,2.74
"2019-05-31T11:15:00+02:00",0.01,0,0,0,63.54,0,22.82,710.81,977.05,19.15,4.98,2.78
"2019-05-31T11:30:00+02:00",0.01,0,0,0,61.55,0,23.22,734.16,1 005.28,19.48,5.01,2.8
"2019-05-31T11:45:00+02:00",0.01,0,0,0,59.3,0,23.63,758.08,1 031.18,19.84,5.07,2.85
"2019-05-31T12:00:00+02:00",0,0,0,0,56.9,0,24.02,782.49,1 055.02,20.18,5.14,2.9
"2019-05-31T12:15:00+02:00",0,0,0,0,54.88,0,24.41,808.69,1 086.44,20.51,5.18,2.93
"2019-05-31T12:30:00+02:00",0,0,0,0,53.34,0,24.78,825.93,1 104.21,20.83,5.18,2.95
"2019-05-31T12:45:00+02:00",0,0,0,0,52.05,0,25.17,840.47,1 119.62,21.14,5.02,2.88
"2019-05-31T13:00:00+02:00",0,0,0,0,51.11,0,25.54,852.66,1 132.98,21.41,4.74,2.74
"2019-05-31T13:15:00+02:00",0,0,0,0,50.49,0,25.84,864.71,1 147.74,21.63,4.54,2.65
"2019-05-31T13:30:00+02:00",0.01,0,0.01,0,50.01,0,25.98,867.62,1 153.82,21.79,4.63,2.72
"2019-05-31T13:45:00+02:00",0.01,0,0.01,0,49.63,0,26.16,870.86,1 157.71,21.97,4.65,2.75
"2019-05-31T14:00:00+02:00",0,0,0.03,0,49.32,0,26.5,874.39,1 159.68,22.28,4.53,2.7
"2019-05-31T14:15:00+02:00",0,0,0.04,0,48.89,0,26.84,870.41,1 156.76,22.64,4.58,2.73
"2019-05-31T14:30:00+02:00",0,0,0.12,0,48.19,0,27.11,861.25,1 150.75,22.96,4.72,2.81
"2019-05-31T14:45:00+02:00",0,0,0.19,0,47.45,0,27.27,850.89,1 142.85,23.19,4.95,2.92
"2019-05-31T15:00:00+02:00",0,0,0.25,0,46.93,0,27.34,839.46,1 133.29,23.33,5.18,3.03
"2019-05-31T15:15:00+02:00",0,0,0.38,0,46.37,0,27.35,815.01,1 112.9,23.4,5.22,3.03
"2019-05-31T15:30:00+02:00",0,0,0.49,0,45.77,0,27.4,793.44,1 095.2,23.47,5.08,2.94
"2019-05-31T15:45:00+02:00",0,0,0.59,0,45.37,0,27.46,770.91,1 076.04,23.58,5,2.89
"2019-05-31T16:00:00+02:00",0,0,0.68,0,45.08,0,27.51,747.53,1 055.61,23.71,5.07,2.93
"2019-05-31T16:15:00+02:00",0.01,0,0.68,0,44.63,0,27.5,710.72,1 019.14,23.82,5.18,2.97
"2019-05-31T16:30:00+02:00",0,0,0.48,0,43.82,0,27.57,702.98,990.96,23.93,5.16,2.96
"2019-05-31T16:45:00+02:00",0.01,0,0.3,0,43.23,0,27.62,687.46,961.86,23.99,4.95,2.86
"2019-05-31T17:00:00+02:00",0.02,0,0.14,0,43.53,0,27.6,665.14,931.94,23.99,4.67,2.73
"2019-05-31T17:15:00+02:00",0.02,0,0.05,0,44.44,0,27.53,627.35,881.87,24,4.47,2.62
"2019-05-31T17:30:00+02:00",0.02,0,0.06,0,45.27,0,27.5,596.94,845.13,24.04,4.32,2.52
"2019-05-31T17:45:00+02:00",0.02,0,0.1,0,45.95,0,27.45,562.71,808.06,24.06,4.09,2.4
"2019-05-31T18:00:00+02:00",0.03,0,0.18,0,46.33,0,27.38,525.13,770.7,24.08,3.87,2.29
"2019-05-31T18:15:00+02:00",0.11,0,0.39,0,45.89,0,27.2,444.79,710.45,24.17,3.91,2.34
"2019-05-31T18:30:00+02:00",0.22,0,0.72,0,44.5,0,27,365.87,667.65,24.28,4.16,2.41
"2019-05-31T18:45:00+02:00",0.53,0,0.91,0,43.89,0,26.28,232.43,625.15,24.1,3.95,2.15
"2019-05-31T19:00:00+02:00",1,0,1,0,45.86,0,24.34,51.3,582.89,23.31,3.08,1.6
"2019-05-31T19:15:00+02:00",1,0,1,0,46.15,0,23.91,47.15,516.55,23.28,3.32,1.61
"2019-05-31T19:30:00+02:00",0.35,0,1,0,43.17,0,24.28,140.59,470.62,23.53,5.7,2.72
"2019-05-31T19:45:00+02:00",0.03,0,1,0,38.93,0,24.32,174.1,425.57,23.39,6.06,2.98
"2019-05-31T20:00:00+02:00",0,0,1,0,37.88,0,23.92,155.17,381.29,23.04,4.13,2.07
"2019-05-31T20:15:00+02:00",0,0,1,0,38.5,0,23.48,119.62,313.4,22.92,4.5,2.24
"2019-05-31T20:30:00+02:00",0.02,0,1,0,38.91,0,22.99,92.85,267.46,22.7,6.13,2.97
"2019-05-31T20:45:00+02:00",0.02,0,1,0,39.05,0,22.39,71.09,222.94,22.32,5.74,2.72
"2019-05-31T21:00:00+02:00",0,0,1,0,39.76,0,21.64,53.72,179.66,21.89,4.06,1.83
"2019-05-31T21:15:00+02:00",0,0,1,0,40.95,0,19.95,31.14,114.83,21.43,2.92,1.32
"2019-05-31T21:30:00+02:00",0,0,1,0,42.18,0,18.51,31.14,114.83,21.14,2.93,1.48
"2019-05-31T21:45:00+02:00",0,0,1,0,44.08,0,16.89,2.66,21.54,20.79,3.68,1.73
"2019-05-31T22:00:00+02:00",0,0,1,0,46.3,0,15.93,2.66,21.54,20.28,4.24,1.75
"2019-05-31T22:15:00+02:00",0,0,1,0,49.32,0,14.72,0,0,19.42,4.19,1.62
"2019-05-31T22:30:00+02:00",0,0,1,0,52.77,0,13.92,0,0,18.41,3.94,1.78
"2019-05-31T22:45:00+02:00",0,0,1,0,58.57,0,14.15,0,0,16.82,4.02,2.22
"2019-05-31T23:00:00+02:00",0,0,1,0,63.44,0,13.75,0,0,15.78,4.34,2.62
"2019-05-31T23:15:00+02:00",0,0,0.88,0,66.27,0,12.54,0,0,15.3,4.59,2.8
"2019-05-31T23:30:00+02:00",0,0,0.88,0,70.09,0,12.41,0,0,14.68,4.7,2.71
"2019-05-31T23:45:00+02:00",0,0,0.88,0,73.02,0,11.95,0,0,14.44,4.67,2.55
"2019-06-01T00:00:00+02:00",0,0,0.88,0,75.21,0,11.37,0,0,14.26,4.72,2.62
"2019-06-01T00:15:00+02:00",0,0,1,0,77.86,0,11.47,0,0,13.96,5.12,2.65
"2019-06-01T00:30:00+02:00",0,0,1,0,79.2,0,11.12,0,0,13.95,5.67,2.6
"2019-06-01T00:45:00+02:00",0,0,1,0,81.25,0,10.73,0,0,13.74,6.03,2.64
"2019-06-01T01:00:00+02:00",0,0,1,0,82.97,0,10.79,0,0,13.51,6.05,2.75
"2019-06-01T01:15:00+02:00",0.01,0,1,0,84.33,0,10.77,0,0,13.45,6.01,2.74
"2019-06-01T01:30:00+02:00",0.01,0,1,0,86.17,0,10.71,0,0,13.23,6.35,2.69
"2019-06-01T01:45:00+02:00",0.01,0,1,0,88.04,0,10.93,0,0,13.03,6.41,2.6
"2019-06-01T02:00:00+02:00",0.01,0,1,0,88.33,0,10.72,0,0,13.12,5.76,2.36
"2019-06-01T02:15:00+02:00",0,0,0.66,0,88.32,0,9.88,0,0,13,4.93,2.3
"2019-06-01T02:30:00+02:00",0,0,0.89,0,89.31,0,8.92,0,0,12.74,3.85,2.11
"2019-06-01T02:45:00+02:00",0,0,1,0,89.68,0,8.39,0,0,12.78,2.95,2.04
"2019-06-01T03:00:00+02:00",0,0,1,0,91.18,0,8.07,0,0,12.54,2.3,2.06
"2019-06-01T03:15:00+02:00",0,0,1,0,92.92,0,7.79,0,0,12.24,1.84,2.08
"2019-06-01T03:30:00+02:00",0,0,1,0,94.82,0,7.57,0,0,12.01,1.55,2.09
"2019-06-01T03:45:00+02:00",0,0,1,0,96.21,0,7.39,0,0,11.87,1.48,2.1
"2019-06-01T04:00:00+02:00",0,0,1,0,97.53,0,7.18,0,0,11.71,1.54,1.98
"2019-06-01T04:15:00+02:00",0,0,1,0,98.67,0,6.83,0,0,11.62,1.56,1.85
"2019-06-01T04:30:00+02:00",0,0,1,0,99.85,0,6.54,0,0,11.53,1.44,1.76
"2019-06-01T04:45:00+02:00",0,0,1,0,100,0,6.3,0,0,11.57,1.45,1.67
"2019-06-01T05:00:00+02:00",0,0,1,0,100,0,6.1,0,0,11.66,1.64,1.69
